timestamp,src_ip,dst_ip,ip_version,header_length,tos,total_length,identification,ttl,protocol,checksum,ip_flags,fragment_offset,src_port,dst_port,seq,ack,data_offset,reserved,tcp_flags,window,urgent_pointer,src_bytes,dst_bytes,length
7701.505045,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5480.0,64.0,6.0,2760.0,DF,0.0,52544.0,64738.0,1315243595.0,2996584362.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.505083,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5481.0,64.0,6.0,2607.0,DF,0.0,52544.0,64738.0,1315243595.0,2996584516.0,8.0,0.0,A,501.0,0.0,0.0,0.0,
7701.506303,192.168.1.70,192.168.1.3,4.0,5.0,0.0,156.0,5482.0,64.0,6.0,64191.0,DF,0.0,52544.0,64738.0,1315243595.0,2996584516.0,8.0,0.0,PA,502.0,0.0,104.0,0.0,
7701.506429,192.168.1.3,192.168.1.70,4.0,5.0,0.0,52.0,44466.0,64.0,6.0,33728.0,DF,0.0,64738.0,52544.0,2996584516.0,1315243699.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.507225,192.168.1.3,192.168.1.70,4.0,5.0,0.0,291.0,44467.0,64.0,6.0,33967.0,DF,0.0,64738.0,52544.0,2996584516.0,1315243699.0,8.0,0.0,PA,502.0,0.0,239.0,0.0,
7701.546060,192.168.1.3,192.168.1.70,4.0,5.0,0.0,291.0,44468.0,64.0,6.0,33967.0,DF,0.0,64738.0,52544.0,2996584755.0,1315243699.0,8.0,0.0,PA,502.0,0.0,239.0,0.0,
7701.550247,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19799.0,64.0,6.0,30325.0,DF,0.0,37976.0,64738.0,3416540718.0,2469713171.0,8.0,0.0,A,510.0,0.0,0.0,0.0,
7701.555266,192.168.1.70,192.168.1.3,4.0,5.0,0.0,64.0,5483.0,64.0,6.0,61002.0,DF,0.0,52544.0,64738.0,1315243699.0,2996584516.0,11.0,0.0,A,502.0,0.0,0.0,0.0,
7701.555294,192.168.1.70,192.168.1.3,4.0,5.0,0.0,242.0,5484.0,64.0,6.0,38575.0,DF,0.0,52544.0,64738.0,1315243699.0,2996584516.0,8.0,0.0,PA,502.0,0.0,190.0,0.0,
7701.555415,192.168.1.3,192.168.1.70,4.0,5.0,0.0,52.0,44469.0,64.0,6.0,33728.0,DF,0.0,64738.0,52544.0,2996584994.0,1315243889.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.555500,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5485.0,64.0,6.0,1986.0,DF,0.0,52544.0,64738.0,1315243889.0,2996584755.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.555532,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5486.0,64.0,6.0,1708.0,DF,0.0,52544.0,64738.0,1315243889.0,2996584994.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.555990,192.168.1.3,192.168.1.70,4.0,5.0,0.0,134.0,44470.0,64.0,6.0,33810.0,DF,0.0,64738.0,52544.0,2996584994.0,1315243889.0,8.0,0.0,PA,502.0,0.0,82.0,0.0,
7701.556217,192.168.1.3,192.168.1.70,4.0,5.0,0.0,174.0,44471.0,64.0,6.0,33850.0,DF,0.0,64738.0,52544.0,2996585076.0,1315243889.0,8.0,0.0,PA,502.0,0.0,122.0,0.0,
7701.556325,192.168.1.90,192.168.1.3,4.0,5.0,0.0,575.0,19800.0,64.0,6.0,28870.0,DF,0.0,37976.0,64738.0,3416540718.0,2469713171.0,8.0,0.0,PA,510.0,0.0,523.0,0.0,
7701.556407,192.168.1.3,192.168.1.90,4.0,5.0,0.0,52.0,17289.0,64.0,6.0,33748.0,DF,0.0,64738.0,37976.0,2469713171.0,3416541241.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.556504,192.168.1.3,192.168.1.70,4.0,5.0,0.0,389.0,44472.0,64.0,6.0,34065.0,DF,0.0,64738.0,52544.0,2996585198.0,1315243889.0,8.0,0.0,PA,502.0,0.0,337.0,0.0,
7701.556631,192.168.1.3,192.168.1.90,4.0,5.0,0.0,93.0,49361.0,64.0,6.0,33789.0,DF,0.0,64738.0,35018.0,1114696174.0,148694134.0,8.0,0.0,PA,502.0,0.0,41.0,0.0,
7701.559768,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5487.0,64.0,6.0,1606.0,DF,0.0,52544.0,64738.0,1315243889.0,2996585076.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.562796,192.168.1.70,192.168.1.3,4.0,5.0,0.0,98.0,5488.0,64.0,6.0,34741.0,DF,0.0,52544.0,64738.0,1315243889.0,2996585076.0,8.0,0.0,PA,502.0,0.0,46.0,0.0,
7701.562930,192.168.1.3,192.168.1.70,4.0,5.0,0.0,222.0,44473.0,64.0,6.0,33898.0,DF,0.0,64738.0,52544.0,2996585535.0,1315243935.0,8.0,0.0,PA,502.0,0.0,170.0,0.0,
7701.565843,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5489.0,64.0,6.0,1431.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585198.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.570807,192.168.1.3,192.168.1.90,4.0,5.0,0.0,1400.0,17290.0,64.0,6.0,35096.0,DF,0.0,64738.0,37976.0,2469713171.0,3416541241.0,8.0,0.0,A,502.0,0.0,1348.0,0.0,
7701.570858,192.168.1.3,192.168.1.90,4.0,5.0,0.0,206.0,17291.0,64.0,6.0,33902.0,DF,0.0,64738.0,37976.0,2469714519.0,3416541241.0,8.0,0.0,PA,502.0,0.0,154.0,0.0,
7701.579800,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53857.0,64.0,6.0,57811.0,DF,0.0,35018.0,64738.0,148694134.0,1114696215.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.591531,192.168.1.3,192.168.1.70,4.0,5.0,0.0,94.0,44474.0,64.0,6.0,33770.0,DF,0.0,64738.0,52544.0,2996585705.0,1315243935.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7701.597988,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5490.0,64.0,6.0,1066.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585535.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.598019,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5491.0,64.0,6.0,890.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585705.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.608048,192.168.1.3,192.168.1.90,4.0,5.0,0.0,206.0,17292.0,64.0,6.0,33902.0,DF,0.0,64738.0,37976.0,2469714519.0,3416541241.0,8.0,0.0,PA,502.0,0.0,154.0,0.0,
7701.684459,192.168.1.90,192.168.1.3,4.0,5.0,0.0,64.0,19801.0,64.0,6.0,25020.0,DF,0.0,37976.0,64738.0,3416541241.0,2469713171.0,11.0,0.0,A,510.0,0.0,0.0,0.0,
7701.684596,192.168.1.3,192.168.1.90,4.0,5.0,0.0,1400.0,17293.0,64.0,6.0,35096.0,DF,0.0,64738.0,37976.0,2469713171.0,3416541241.0,8.0,0.0,A,502.0,0.0,1348.0,0.0,
7701.698860,192.168.1.90,192.168.1.3,4.0,5.0,0.0,72.0,19802.0,64.0,6.0,26089.0,DF,0.0,37976.0,64738.0,3416541241.0,2469713171.0,13.0,0.0,A,510.0,0.0,0.0,0.0,
7701.699621,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5492.0,64.0,6.0,713.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585747.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.700772,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19803.0,64.0,6.0,27934.0,DF,0.0,37976.0,64738.0,3416541241.0,2469714673.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.701867,192.168.1.90,192.168.1.3,4.0,5.0,0.0,156.0,19804.0,64.0,6.0,52280.0,DF,0.0,37976.0,64738.0,3416541241.0,2469714673.0,8.0,0.0,PA,502.0,0.0,104.0,0.0,
7701.701929,192.168.1.3,192.168.1.90,4.0,5.0,0.0,52.0,17294.0,64.0,6.0,33748.0,DF,0.0,64738.0,37976.0,2469714673.0,3416541345.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.702965,192.168.1.3,192.168.1.90,4.0,5.0,0.0,291.0,17295.0,64.0,6.0,33987.0,DF,0.0,64738.0,37976.0,2469714673.0,3416541345.0,8.0,0.0,PA,502.0,0.0,239.0,0.0,
7701.706033,192.168.1.90,192.168.1.3,4.0,5.0,0.0,242.0,19805.0,64.0,6.0,43874.0,DF,0.0,37976.0,64738.0,3416541345.0,2469714673.0,8.0,0.0,PA,502.0,0.0,190.0,0.0,
7701.706137,192.168.1.3,192.168.1.90,4.0,5.0,0.0,291.0,17296.0,64.0,6.0,33987.0,DF,0.0,64738.0,37976.0,2469714912.0,3416541535.0,8.0,0.0,PA,502.0,0.0,239.0,0.0,
7701.706649,192.168.1.3,192.168.1.90,4.0,5.0,0.0,317.0,17297.0,64.0,6.0,34013.0,DF,0.0,64738.0,37976.0,2469715151.0,3416541535.0,8.0,0.0,PA,502.0,0.0,265.0,0.0,
7701.706910,192.168.1.3,192.168.1.90,4.0,5.0,0.0,93.0,49362.0,64.0,6.0,33789.0,DF,0.0,64738.0,35018.0,1114696215.0,148694134.0,8.0,0.0,PA,502.0,0.0,41.0,0.0,
7701.707010,192.168.1.3,192.168.1.70,4.0,5.0,0.0,93.0,44475.0,64.0,6.0,33769.0,DF,0.0,64738.0,52544.0,2996585747.0,1315243935.0,8.0,0.0,PA,502.0,0.0,41.0,0.0,
7701.707907,192.168.1.3,192.168.1.90,4.0,5.0,0.0,539.0,17298.0,64.0,6.0,34235.0,DF,0.0,64738.0,37976.0,2469715416.0,3416541535.0,8.0,0.0,PA,502.0,0.0,487.0,0.0,
7701.711479,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19806.0,64.0,6.0,27376.0,DF,0.0,37976.0,64738.0,3416541535.0,2469714912.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.712137,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19807.0,64.0,6.0,27131.0,DF,0.0,37976.0,64738.0,3416541535.0,2469715151.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.716761,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19808.0,64.0,6.0,26862.0,DF,0.0,37976.0,64738.0,3416541535.0,2469715416.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.716783,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53858.0,64.0,6.0,57481.0,DF,0.0,35018.0,64738.0,148694134.0,1114696256.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.716800,192.168.1.90,192.168.1.3,4.0,5.0,0.0,98.0,19809.0,64.0,6.0,58620.0,DF,0.0,37976.0,64738.0,3416541535.0,2469715416.0,8.0,0.0,PA,502.0,0.0,46.0,0.0,
7701.717054,192.168.1.3,192.168.1.90,4.0,5.0,0.0,94.0,17299.0,64.0,6.0,33790.0,DF,0.0,64738.0,37976.0,2469715903.0,3416541581.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7701.718677,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5493.0,64.0,6.0,539.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585788.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7701.720685,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19810.0,64.0,6.0,26279.0,DF,0.0,37976.0,64738.0,3416541581.0,2469715945.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7702.232528,192.168.1.90,192.168.1.3,4.0,5.0,224.0,38.0,44788.0,64.0,17.0,37444.0,DF,0.0,40197.0,64738.0,,,,,,,,18.0,0.0,18.0
7702.232573,192.168.1.90,192.168.1.3,4.0,5.0,160.0,118.0,53859.0,64.0,6.0,14366.0,DF,0.0,35018.0,64738.0,148694134.0,1114696256.0,8.0,0.0,PA,502.0,0.0,66.0,0.0,
7702.232824,192.168.1.3,192.168.1.90,4.0,5.0,128.0,38.0,53926.0,64.0,17.0,33745.0,DF,0.0,64738.0,40197.0,,,,,,,,10.0,0.0,18.0
7702.233176,192.168.1.3,192.168.1.90,4.0,5.0,0.0,94.0,49363.0,64.0,6.0,33790.0,DF,0.0,64738.0,35018.0,1114696256.0,148694200.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7702.236080,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53860.0,64.0,6.0,56324.0,DF,0.0,35018.0,64738.0,148694200.0,1114696298.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7703.446285,192.168.1.70,192.168.1.3,4.0,5.0,0.0,84.0,5494.0,64.0,6.0,49538.0,DF,0.0,52544.0,64738.0,1315243935.0,2996585788.0,8.0,0.0,PA,502.0,0.0,32.0,0.0,
7703.446728,192.168.1.3,192.168.1.90,4.0,5.0,0.0,86.0,49364.0,64.0,6.0,33782.0,DF,0.0,64738.0,35018.0,1114696298.0,148694200.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.446929,192.168.1.3,192.168.1.70,4.0,5.0,0.0,86.0,44476.0,64.0,6.0,33762.0,DF,0.0,64738.0,52544.0,2996585788.0,1315243967.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.447064,192.168.1.3,192.168.1.90,4.0,5.0,0.0,86.0,17300.0,64.0,6.0,33782.0,DF,0.0,64738.0,37976.0,2469715945.0,3416541581.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.455051,192.168.1.90,192.168.1.3,4.0,5.0,0.0,84.0,19811.0,64.0,6.0,28337.0,DF,0.0,37976.0,64738.0,3416541581.0,2469715945.0,8.0,0.0,PA,502.0,0.0,32.0,0.0,
7703.455373,192.168.1.3,192.168.1.90,4.0,5.0,0.0,86.0,49365.0,64.0,6.0,33782.0,DF,0.0,64738.0,35018.0,1114696332.0,148694200.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.455509,192.168.1.3,192.168.1.70,4.0,5.0,0.0,86.0,44477.0,64.0,6.0,33762.0,DF,0.0,64738.0,52544.0,2996585822.0,1315243967.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.455628,192.168.1.3,192.168.1.90,4.0,5.0,0.0,86.0,17301.0,64.0,6.0,33782.0,DF,0.0,64738.0,37976.0,2469715979.0,3416541613.0,8.0,0.0,PA,502.0,0.0,34.0,0.0,
7703.458329,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5495.0,64.0,6.0,62529.0,DF,0.0,52544.0,64738.0,1315243967.0,2996585822.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7703.459434,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53861.0,64.0,6.0,53856.0,DF,0.0,35018.0,64738.0,148694200.0,1114696332.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7703.460307,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53862.0,64.0,6.0,53812.0,DF,0.0,35018.0,64738.0,148694200.0,1114696366.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7703.462995,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5496.0,64.0,6.0,62480.0,DF,0.0,52544.0,64738.0,1315243967.0,2996585856.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7703.464552,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19812.0,64.0,6.0,22695.0,DF,0.0,37976.0,64738.0,3416541613.0,2469716013.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7704.464756,192.168.1.90,192.168.1.3,4.0,5.0,0.0,97.0,19813.0,64.0,6.0,48797.0,DF,0.0,37976.0,64738.0,3416541613.0,2469716013.0,8.0,0.0,PA,502.0,0.0,45.0,0.0,
7704.465255,192.168.1.3,192.168.1.90,4.0,5.0,0.0,99.0,49366.0,64.0,6.0,33795.0,DF,0.0,64738.0,35018.0,1114696366.0,148694200.0,8.0,0.0,PA,502.0,0.0,47.0,0.0,
7704.465462,192.168.1.3,192.168.1.70,4.0,5.0,0.0,99.0,44478.0,64.0,6.0,33775.0,DF,0.0,64738.0,52544.0,2996585856.0,1315243967.0,8.0,0.0,PA,502.0,0.0,47.0,0.0,
7704.465605,192.168.1.3,192.168.1.90,4.0,5.0,0.0,99.0,17302.0,64.0,6.0,33795.0,DF,0.0,64738.0,37976.0,2469716013.0,3416541658.0,8.0,0.0,PA,502.0,0.0,47.0,0.0,
7704.467423,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53863.0,64.0,6.0,51745.0,DF,0.0,35018.0,64738.0,148694200.0,1114696413.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7704.469062,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5497.0,64.0,6.0,60417.0,DF,0.0,52544.0,64738.0,1315243967.0,2996585903.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7704.515042,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19814.0,64.0,6.0,20535.0,DF,0.0,37976.0,64738.0,3416541658.0,2469716060.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
7707.236985,192.168.1.90,192.168.1.3,4.0,5.0,224.0,38.0,45086.0,64.0,17.0,22887.0,DF,0.0,40197.0,64738.0,,,,,,,,18.0,0.0,18.0
7707.237032,192.168.1.90,192.168.1.3,4.0,5.0,160.0,118.0,53864.0,64.0,6.0,47117.0,DF,0.0,35018.0,64738.0,148694200.0,1114696413.0,8.0,0.0,PA,502.0,0.0,66.0,0.0,
7707.237292,192.168.1.3,192.168.1.90,4.0,5.0,128.0,38.0,54090.0,64.0,17.0,33745.0,DF,0.0,64738.0,40197.0,,,,,,,,10.0,0.0,18.0
7707.237636,192.168.1.3,192.168.1.90,4.0,5.0,0.0,94.0,49367.0,64.0,6.0,33790.0,DF,0.0,64738.0,35018.0,1114696413.0,148694266.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7707.239651,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53865.0,64.0,6.0,46093.0,DF,0.0,35018.0,64738.0,148694266.0,1114696455.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7709.678918,192.168.1.70,192.168.1.3,4.0,5.0,0.0,120.0,5499.0,64.0,6.0,44168.0,DF,0.0,52544.0,64738.0,1315243967.0,2996585903.0,8.0,0.0,PA,502.0,0.0,68.0,0.0,
7709.679359,192.168.1.3,192.168.1.90,4.0,5.0,0.0,122.0,49368.0,64.0,6.0,33818.0,DF,0.0,64738.0,35018.0,1114696455.0,148694266.0,8.0,0.0,PA,502.0,0.0,70.0,0.0,
7709.679564,192.168.1.3,192.168.1.90,4.0,5.0,0.0,122.0,17303.0,64.0,6.0,33818.0,DF,0.0,64738.0,37976.0,2469716060.0,3416541658.0,8.0,0.0,PA,502.0,0.0,70.0,0.0,
7709.679697,192.168.1.3,192.168.1.70,4.0,5.0,0.0,122.0,44479.0,64.0,6.0,33798.0,DF,0.0,64738.0,52544.0,2996585903.0,1315244035.0,8.0,0.0,PA,502.0,0.0,70.0,0.0,
7709.681724,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53866.0,64.0,6.0,41138.0,DF,0.0,35018.0,64738.0,148694266.0,1114696525.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7709.682586,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19815.0,64.0,6.0,10083.0,DF,0.0,37976.0,64738.0,3416541658.0,2469716130.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7709.684119,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5500.0,64.0,6.0,49851.0,DF,0.0,52544.0,64738.0,1315244035.0,2996585973.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7711.518983,192.168.1.70,192.168.1.3,4.0,5.0,0.0,98.0,5501.0,64.0,6.0,20599.0,DF,0.0,52544.0,64738.0,1315244035.0,2996585973.0,8.0,0.0,PA,502.0,0.0,46.0,0.0,
7711.519396,192.168.1.3,192.168.1.70,4.0,5.0,0.0,94.0,44480.0,64.0,6.0,33770.0,DF,0.0,64738.0,52544.0,2996585973.0,1315244081.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7711.521762,192.168.1.70,192.168.1.3,4.0,5.0,0.0,52.0,5502.0,64.0,6.0,46086.0,DF,0.0,52544.0,64738.0,1315244081.0,2996586015.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7711.705916,192.168.1.90,192.168.1.3,4.0,5.0,0.0,98.0,19816.0,64.0,6.0,9510.0,DF,0.0,37976.0,64738.0,3416541658.0,2469716130.0,8.0,0.0,PA,502.0,0.0,46.0,0.0,
7711.706302,192.168.1.3,192.168.1.90,4.0,5.0,0.0,94.0,17304.0,64.0,6.0,33790.0,DF,0.0,64738.0,37976.0,2469716130.0,3416541704.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7711.711468,192.168.1.90,192.168.1.3,4.0,5.0,0.0,52.0,19817.0,64.0,6.0,5941.0,DF,0.0,37976.0,64738.0,3416541704.0,2469716172.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7712.235245,192.168.1.90,192.168.1.3,4.0,5.0,224.0,38.0,45318.0,64.0,17.0,48218.0,DF,0.0,40197.0,64738.0,,,,,,,,18.0,0.0,18.0
7712.235291,192.168.1.90,192.168.1.3,4.0,5.0,160.0,118.0,53867.0,64.0,6.0,9966.0,DF,0.0,35018.0,64738.0,148694266.0,1114696525.0,8.0,0.0,PA,502.0,0.0,66.0,0.0,
7712.235546,192.168.1.3,192.168.1.90,4.0,5.0,128.0,38.0,54168.0,64.0,17.0,33745.0,DF,0.0,64738.0,40197.0,,,,,,,,10.0,0.0,18.0
7712.235919,192.168.1.3,192.168.1.90,4.0,5.0,0.0,94.0,49369.0,64.0,6.0,33790.0,DF,0.0,64738.0,35018.0,1114696525.0,148694332.0,8.0,0.0,PA,502.0,0.0,42.0,0.0,
7712.238037,192.168.1.90,192.168.1.3,4.0,5.0,160.0,52.0,53868.0,64.0,6.0,35918.0,DF,0.0,35018.0,64738.0,148694332.0,1114696567.0,8.0,0.0,A,502.0,0.0,0.0,0.0,
7714.474716,192.168.1.90,192.168.1.3,4.0,5.0,0.0,96.0,19818.0,64.0,6.0,13080.0,DF,0.0,37976.0,64738.0,3416541704.0,2469716172.0,8.0,0.0,PA,502.0,0.0,44.0,0.0,
